id,resume_text_256,jd_text_128,job_family,seniority,advance
RS01689,"8+ years experience; key skills: java, pytest, microservices, scikit-learn, regression, api-testing, etl. Delivered projects with focus on microservices and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: kafka, microservices.",Backend,Senior,0
RS01690,"2+ years experience; key skills: ci/cd, containers, spring, microservices, ui, databases. Delivered projects with focus on microservices and collaboration. Comfortable with documentation.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: docker, kubernetes.",DevOps,Junior,1
RS01691,"2+ years experience; key skills: css, html, aws, typescript, etl. Delivered projects with focus on typescript and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: webpack, testing.",Frontend,Junior,1
RS01692,"2+ years experience; key skills: test-cases, requirements, javascript, monitoring, cypress. Delivered projects with focus on requirements and collaboration. Comfortable with agile.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, selenium.",QA,Junior,0
RS01693,"10+ years experience; key skills: javascript, html, testing, selenium, regression, requirements. Delivered projects with focus on testing and collaboration. Comfortable with documentation.","We are hiring a Senior Frontend professional. Must have: javascript, html, css. Nice to have: typescript, testing.",Frontend,Senior,1
RS01694,"4+ years experience; key skills: css, javascript, accessibility, kubernetes, scrum, ui, test-cases. Delivered projects with focus on kubernetes and collaboration. Comfortable with scrum.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, webpack.",Frontend,Mid,1
RS01695,"3+ years experience; key skills: rest, databases, linux, monitoring, pytest, postgres, typescript. Delivered projects with focus on postgres and collaboration. Comfortable with scrum.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: spring, aws.",Backend,Mid,1
RS01696,"0+ years experience; key skills: databases, rest, numpy, tableau, kafka, kafka, aws. Delivered projects with focus on kafka and collaboration. Comfortable with scrum.","We are hiring a Junior Backend professional. Must have: java, rest, databases. Nice to have: docker, spring.",Backend,Junior,1
RS01697,"4+ years experience; key skills: bash, backlog, agile, metrics, kubernetes. Delivered projects with focus on bash and collaboration. Comfortable with code reviews.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, pytest.",QA,Mid,0
RS01698,"3+ years experience; key skills: planning, api-testing, requirements, scikit-learn, metrics, python, rest. Delivered projects with focus on api-testing and collaboration. Comfortable with agile.","We are hiring a Mid PM professional. Must have: requirements, planning, stakeholders. Nice to have: metrics, agile.",PM,Mid,0
RS01699,"0+ years experience; key skills: html, javascript, css, react, webpack, backlog. Delivered projects with focus on react and collaboration. Comfortable with documentation.","We are hiring a Junior Frontend professional. Must have: javascript, html, css. Nice to have: accessibility, webpack.",Frontend,Junior,1
RS01700,"5+ years experience; key skills: rest, java, kubernetes, pytest, stakeholders, spring. Delivered projects with focus on pytest and collaboration. Comfortable with documentation.","We are hiring a Senior Backend professional. Must have: java, rest, databases. Nice to have: spring, postgres.",Backend,Senior,1
RS01701,"5+ years experience; key skills: ci/cd, requirements, etl, monitoring, metrics, python. Delivered projects with focus on python and collaboration. Comfortable with scrum.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: terraform, bash.",DevOps,Mid,0
RS01702,"2+ years experience; key skills: testing, kubernetes, aws, selenium, postgres, selenium, containers. Delivered projects with focus on selenium and collaboration. Comfortable with code reviews.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: selenium, pytest.",QA,Mid,0
RS01703,"2+ years experience; key skills: linux, ci/cd, microservices, containers, docker, api-testing. Delivered projects with focus on api-testing and collaboration. Comfortable with agile.","We are hiring a Mid DevOps professional. Must have: linux, ci/cd, containers. Nice to have: bash, aws.",DevOps,Mid,1
RS01704,"7+ years experience; key skills: rest, pandas, kafka, jira, cypress, scrum. Delivered projects with focus on scrum and collaboration. Comfortable with code reviews.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: scrum, agile.",PM,Senior,0
RS01705,"5+ years experience; key skills: databases, java, rest, docker, pytest, planning, metrics. Delivered projects with focus on planning and collaboration. Comfortable with documentation.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: aws, docker.",Backend,Mid,1
RS01706,"6+ years experience; key skills: stakeholders, planning, backlog, kafka, regression, html, tableau, terraform. Delivered projects with focus on backlog and collaboration. Comfortable with documentation.","We are hiring a Senior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, communication.",PM,Senior,1
RS01707,"5+ years experience; key skills: testing, bug-tracking, test-cases, selenium, postgres, spring, containers, sql, bash. Delivered projects with focus on containers and collaboration. Comfortable with agile.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: regression, cypress.",QA,Mid,1
RS01708,"3+ years experience; key skills: java, docker, webpack, bash. Delivered projects with focus on docker and collaboration. Comfortable with code reviews.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: typescript, react.",Frontend,Mid,0
RS01709,"3+ years experience; key skills: html, test-cases, spring, typescript. Delivered projects with focus on test-cases and collaboration. Comfortable with documentation.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: ui, typescript.",Frontend,Mid,0
RS01710,"2+ years experience; key skills: css, javascript, roadmap, typescript, testing. Delivered projects with focus on testing and collaboration. Comfortable with agile.","We are hiring a Mid Frontend professional. Must have: javascript, html, css. Nice to have: typescript, react.",Frontend,Mid,1
RS01711,"1+ years experience; key skills: stakeholders, selenium, backlog, backlog, numpy. Delivered projects with focus on selenium and collaboration. Comfortable with code reviews.","We are hiring a Junior PM professional. Must have: requirements, planning, stakeholders. Nice to have: agile, scrum.",PM,Junior,0
RS01712,"2+ years experience; key skills: testing, test-cases, regression, postgres, cypress, pytest, pytest, ui. Delivered projects with focus on pytest and collaboration. Comfortable with scrum.","We are hiring a Junior QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: cypress, selenium.",QA,Junior,1
RS01713,"8+ years experience; key skills: statistics, sql, python, bug-tracking, webpack, numpy, tableau. Delivered projects with focus on webpack and collaboration. Comfortable with scrum.","We are hiring a Senior Data professional. Must have: python, sql, statistics. Nice to have: numpy, tableau.",Data,Senior,1
RS01714,"4+ years experience; key skills: test-cases, regression, statistics, pytest, api-testing. Delivered projects with focus on test-cases and collaboration. Comfortable with documentation.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: jira, selenium.",QA,Mid,0
RS01715,"4+ years experience; key skills: test-cases, testing, bug-tracking, typescript, communication, html, agile, pandas, regression. Delivered projects with focus on typescript and collaboration. Comfortable with code reviews.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, jira.",QA,Mid,1
RS01716,"2+ years experience; key skills: accessibility, ci/cd, docker, java, regression. Delivered projects with focus on ci/cd and collaboration. Comfortable with agile.","We are hiring a Mid QA professional. Must have: testing, test-cases, bug-tracking. Nice to have: api-testing, regression.",QA,Mid,0
RS01717,"2+ years experience; key skills: databases, java, docker, spring, selenium. Delivered projects with focus on docker and collaboration. Comfortable with code reviews.","We are hiring a Mid Backend professional. Must have: java, rest, databases. Nice to have: microservices, postgres.",Backend,Mid,1
RS01718,"1+ years experience; key skills: numpy, postgres, spring, backlog, communication, requirements. Delivered projects with focus on postgres and collaboration. Comfortable with agile.","We are hiring a Junior DevOps professional. Must have: linux, ci/cd, containers. Nice to have: aws, kubernetes.",DevOps,Junior,0
